doc_id,text,response_type,sex,age_cohorts,political_id3,close_nkmigrants
nkmigrants_interviews_0270,믿을만한 직업이 있다,hire,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0271,더 합리적이서,neighbor,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0272,나이가 어리기에발전 가능성이 있다.,vote,Male,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0273,더 진보적이다,hire,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0274,찍었음,neighbor,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0275,더 구체적이다,vote,Male,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0276,그냥 찍었음.,hire,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_0277,그냥,neighbor,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_0278,.,vote,Female,60+,Centrist,Somewhat distant
nkmigrants_interviews_0279,한국 체류기간이 길어서,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0280,무자녀,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0281,그냥,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0282,결혼,hire,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0283,얺음,neighbor,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0284,연령,vote,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0285,선택 하고 싶지 않음,hire,Male,18-29,Progressive,Very distant
nkmigrants_interviews_0286,둘 다 선택하고 싶지 않다,neighbor,Male,18-29,Progressive,Very distant
nkmigrants_interviews_0287,얺음,vote,Male,18-29,Progressive,Very distant
nkmigrants_interviews_0288,한국에 보다 잘 정착한 것 같다,hire,Male,60+,Conservative,Somewhat distant
nkmigrants_interviews_0289,ㅂㄴ,neighbor,Male,60+,Conservative,Somewhat distant
nkmigrants_interviews_0290,한국에 보다 잘 정착함,vote,Male,60+,Conservative,Somewhat distant
nkmigrants_interviews_0291,그냥,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0292,한국에 오래 거주해서,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0293,그냥,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0294,특별히 없음,hire,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0295,직업이 의사이며 한국체류기간이 긴 편,neighbor,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0296,특별히 없음,vote,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0297,체류기간이 길고 한국인 동료만 있어서,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0298,한국 사회에 적응할 수 있게 사회성을 키워주어야 한다.,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0299,나이도 어린 편이라서,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0300,빠른 상황 판단을 위한 지적 능력을 갖추고 있다.,hire,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0301,전 노동당원이 아님,neighbor,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0302,"한국인 동료만 있다는 것은 한국 사회에 어느 정도 적응이 되었다는 것으로, 한국사람과 다름없다고 보인다.",vote,Female,60+,Centrist,Neither close nor distant
nkmigrants_interviews_0303,복잡한 사람보다 평범한 사람이 낫다고 판단함,hire,Female,18-29,Centrist,Very distant
nkmigrants_interviews_0304,한국에 오래 체류했다,neighbor,Female,18-29,Centrist,Very distant
nkmigrants_interviews_0305,한국 체류기간이 김,vote,Female,18-29,Centrist,Very distant
nkmigrants_interviews_0306,한국에서 오래 체류했다,hire,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0307,고르기 힘들었지만 굳이 고르라고 한다면 이분,neighbor,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0308,한국에 오래 체류햇다,vote,Female,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0309,비슷해서 고르기가 힘들었지만 그나마 낫다,hire,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0310,한국에 오래 머물렀고 똑똑해 보인다.,neighbor,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0311,고르기 어렵지만 굳이 두분중에 고르라고 한다면 이분,vote,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0312,전 조선노동당원이 아니라서,hire,Female,30-39,Centrist,Very distant
nkmigrants_interviews_0313,없다,neighbor,Female,30-39,Centrist,Very distant
nkmigrants_interviews_0314,한국 체류기간이 더 길다.,vote,Female,30-39,Centrist,Very distant
nkmigrants_interviews_0315,다양한 의견 제시,hire,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0316,사무직 일을 하고 있어서,neighbor,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0317,없다,vote,Male,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0318,특정한 직업이 있어서,hire,Male,40-49,Centrist,Very distant
nkmigrants_interviews_0319,젊은나이,neighbor,Male,40-49,Centrist,Very distant
nkmigrants_interviews_0320,한국인 친구만 있어서,vote,Male,40-49,Centrist,Very distant
nkmigrants_interviews_0321,직업적 윤리,hire,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0322,"탈북민을 너무 많이 알고 있고, 중국체류기간이 길다",neighbor,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0323,미혼,vote,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0324,중국체류기간이 짧아서,hire,Male,40-49,Centrist,Somewhat close
nkmigrants_interviews_0325,한국 생활 적응력이 높다,neighbor,Male,40-49,Centrist,Somewhat close
nkmigrants_interviews_0326,노동당원이 아님,vote,Male,40-49,Centrist,Somewhat close
nkmigrants_interviews_0327,발전할 가능성이 높다,hire,Female,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0328,한국인 동료가 있어,neighbor,Female,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0329,프로그래머라서,vote,Female,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0330,한국 체류 기간이 김,hire,Male,30-39,Centrist,Very distant
nkmigrants_interviews_0331,유망한 직업,neighbor,Male,30-39,Centrist,Very distant
nkmigrants_interviews_0332,더 열려있을 듯,vote,Male,30-39,Centrist,Very distant
nkmigrants_interviews_0333,직업이 확실함,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0334,나이로 봐서,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0335,직업적 연관성,vote,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0336,둘중 나이가 더 많아서,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0337,전문적인 직업을 가지고 있고 체류기간은 동일해서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0338,둘중 나이로봐서,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0339,한국에 오래 거주했고 한국인 동료들만 있다고 하니 우리나라에 적응이 더 많이 됐을거라 생각해새ㅓ,hire,Male,18-29,Conservative,Very distant
nkmigrants_interviews_0340,사교성,neighbor,Male,18-29,Conservative,Very distant
nkmigrants_interviews_0341,"전문적인 직업을 가진 사람이라는 점, 한국체류기간은 같은 점에서 더 낫다고 생각함",vote,Male,18-29,Conservative,Very distant
nkmigrants_interviews_0342,연령,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0343,전문성이 있다,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0344,한국거주기간,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0345,사무직은 인맥이 다양한 것이 좋다,hire,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0346,사회성이 있을것 같음,neighbor,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0347,한국 체류기간이 긴편,vote,Female,18-29,Centrist,Somewhat distant
nkmigrants_interviews_0348,안정적,hire,Male,60+,Conservative,Somewhat close
nkmigrants_interviews_0349,긍정검토,neighbor,Male,60+,Conservative,Somewhat close
nkmigrants_interviews_0350,한국내 체류기간이 김,vote,Male,60+,Conservative,Somewhat close
nkmigrants_interviews_0351,목적의식,hire,Male,18-29,Centrist,Somewhat close
nkmigrants_interviews_0352,상대적으로 젊고 당원이 아니었음,neighbor,Male,18-29,Centrist,Somewhat close
nkmigrants_interviews_0353,기타,vote,Male,18-29,Centrist,Somewhat close
nkmigrants_interviews_0354,전문적 직업,hire,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0355,연령,neighbor,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0356,연령대가 비슷,vote,Male,60+,Conservative,Neither close nor distant
nkmigrants_interviews_0357,한국사회적응기간,hire,Male,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0358,한국인 동료도 있고 자기 기술을 보유,neighbor,Male,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0359,낮은 연령,vote,Male,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0360,전 조선노동당원이 아니고 한국내 체류기간이 길어서 어느 정도 한국사회에 대해서 잘 안다는 생각이 듬,hire,Male,60+,Centrist,Somewhat distant
nkmigrants_interviews_0361,노동당원이 아니라서,neighbor,Male,60+,Centrist,Somewhat distant
nkmigrants_interviews_0362,한국내 체류기간이 길어서,vote,Male,60+,Centrist,Somewhat distant
nkmigrants_interviews_0363,북한에서 거주한 기간이 상대적으로 적어서,hire,Female,40-49,Conservative,Somewhat distant
nkmigrants_interviews_0364,한국 체류기간이 더 길고 젊다,neighbor,Female,40-49,Conservative,Somewhat distant
nkmigrants_interviews_0365,전 노동당원이 아니라서,vote,Female,40-49,Conservative,Somewhat distant
nkmigrants_interviews_0366,한국 체류기간이 더 길어서,hire,Male,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0367,연령 및 한국 내 체류 기간,neighbor,Male,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0368,전문직이어서,vote,Male,40-49,Centrist,Somewhat distant
nkmigrants_interviews_0369,두 사람 모두에게 투표를 하고 싶지 않으나 꼭 투표를 해야한다면 한국 내 체류기간이 긴 A에게,hire,Male,18-29,Centrist,Very distant
nkmigrants_interviews_0370,나이가 더 많으니까 사회 경험이 더 많을 듯해서,neighbor,Male,18-29,Centrist,Very distant
nkmigrants_interviews_0371,혼인관계,vote,Male,18-29,Centrist,Very distant
nkmigrants_interviews_0372,노동당원이 아니어서 덜 위협적일 듯함,hire,Female,30-39,Progressive,Very distant
nkmigrants_interviews_0373,그냥,neighbor,Female,30-39,Progressive,Very distant
nkmigrants_interviews_0374,성별이 같고 나이대가 있어서 얘기가 잘 통할 듯,vote,Female,30-39,Progressive,Very distant
nkmigrants_interviews_0375,그냥,hire,Female,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0376,직업 경력,neighbor,Female,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0377,그냥,vote,Female,40-49,Progressive,Neither close nor distant
nkmigrants_interviews_0378,한국에 대한 적응기간이 되고 젊음,hire,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0379,한국 내 체류기간이 더 길어서,neighbor,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0380,한국체류기간이 김,vote,Male,30-39,Progressive,Neither close nor distant
nkmigrants_interviews_0381,한국 내 체류기간이 길어서,hire,Female,60+,Progressive,Somewhat close
nkmigrants_interviews_0382,둘다 싫다,neighbor,Female,60+,Progressive,Somewhat close
nkmigrants_interviews_0383,같은 여자라서,vote,Female,60+,Progressive,Somewhat close
nkmigrants_interviews_0384,남자라서,hire,Male,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0385,비슷한 조건이지만 더 젊음,neighbor,Male,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0386,이슬람교이기때문에,vote,Male,30-39,Conservative,Somewhat distant
nkmigrants_interviews_0387,젊고 괜찮은 직업이 있음,hire,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0388,상대적으로 나이가 어려서 조직문화에 잘 어우러질 것 같다,neighbor,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0389,젊고 직업이 안정적임,vote,Male,30-39,Centrist,Neither close nor distant
nkmigrants_interviews_0390,나이가 어려서 한국사회에서 잘 적응할 것 같다. 하지만 설문이 한 명을 선택해야 해서 선택한 것이지 선호도의 편차 크지 않음. 인간으로서 동등하다 생각함,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0391,언제부터 일한지모르나 미성년자보단 업무이해도가 높을듯해서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0392,나이대가 비슷해서,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0393,둘중 그나마 나아서,hire,Male,30-39,Centrist,Very distant
nkmigrants_interviews_0394,일을하고 있고 한국 내 체류기간이 길어서,neighbor,Male,30-39,Centrist,Very distant
nkmigrants_interviews_0395,조금더 나아보여서,vote,Male,30-39,Centrist,Very distant
nkmigrants_interviews_0396,한구내 체류기간이 길고 기혼에 한국인 동료도 있어서,hire,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0397,조선노동당원 이력이 없어서,neighbor,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0398,한국 내 체류기간이 길고 한국동료도 있어서,vote,Female,18-29,Centrist,Neither close nor distant
nkmigrants_interviews_0399,조선노동당원 이력이 없어서,hire,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0400,별다른 이유 없음,neighbor,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0401,의사 직업을 갖고 있어서,vote,Female,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0402,별다른 이유는 없음,hire,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0403,젊은 나이,neighbor,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0404,별다른 이유 없음,vote,Male,40-49,Centrist,Neither close nor distant
nkmigrants_interviews_0405,국내 체류 기간,hire,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0406,사교성,neighbor,Female,18-29,Progressive,Neither close nor distant
nkmigrants_interviews_0407,가족이 있는 상황,vote,Female,18-29,Progressive,Neither close nor distant
